Date,Open,High,Low,Close,Adj Close,Volume
2021-09-23,8.656300,8.789120,8.629500,8.656300,8.656300,0
2021-09-24,8.766800,8.874130,8.754100,8.756430,8.756430,0
2021-09-27,8.860310,8.889690,8.811800,8.858620,8.858620,0
2021-09-28,8.817260,8.890080,8.815500,8.814200,8.814200,0
2021-09-29,8.866700,8.888580,8.836640,8.866900,8.866900,0
2021-09-30,8.914750,8.930100,8.859000,8.916140,8.916140,0
2021-10-01,8.881580,8.891600,8.831100,8.885000,8.885000,0
2021-10-04,8.846710,8.878130,8.830300,8.852600,8.852600,0
2021-10-05,8.849700,8.886120,8.845300,8.847100,8.847100,0
2021-10-06,8.862020,8.932020,8.861460,8.861960,8.861960,0
2021-10-07,8.865230,8.881850,8.850100,8.866040,8.866040,0
2021-10-08,8.865210,8.968060,8.864350,8.870900,8.870900,0
2021-10-11,8.960000,8.972940,8.918200,8.955010,8.955010,0
2021-10-12,8.993400,9.042330,8.989280,8.994870,8.994870,0
2021-10-13,9.041600,9.099920,9.015200,9.037990,9.037990,0
2021-10-14,9.147340,9.190120,9.117800,9.146920,9.146920,0
2021-10-15,9.189320,9.239090,9.183850,9.190100,9.190100,0
2021-10-18,9.254900,9.331680,9.235930,9.236950,9.236950,0
2021-10-19,9.340510,9.371500,9.275720,9.339100,9.339100,0
2021-10-20,9.302870,9.347630,9.219820,9.305400,9.305400,0
2021-10-21,9.215530,9.480700,9.213640,9.214960,9.214960,0
2021-10-22,9.521880,9.653470,9.492760,9.531150,9.531150,0
2021-10-25,9.709800,9.823800,9.540000,9.674400,9.674400,0
2021-10-26,9.583800,9.616200,9.413260,9.586700,9.586700,0
2021-10-27,9.532220,9.543130,9.467880,9.529070,9.529070,0
2021-10-28,9.493930,9.627630,9.461000,9.505700,9.505700,0
2021-10-29,9.524140,9.624400,9.518730,9.525120,9.525120,0
2021-11-01,9.584040,9.597280,9.494030,9.582900,9.582900,0
2021-11-02,9.539980,9.598500,9.470100,9.539910,9.539910,0
2021-11-03,9.600130,9.741110,9.587800,9.600800,9.600800,0
2021-11-04,9.639600,9.760300,9.636410,9.639600,9.639600,0
2021-11-05,9.693680,9.741340,9.681500,9.694030,9.694030,0
2021-11-08,9.692550,9.740560,9.665530,9.687740,9.687740,0
2021-11-09,9.689670,9.732110,9.686100,9.683160,9.683160,0
2021-11-10,9.728000,9.871360,9.725860,9.727200,9.727200,0
2021-11-11,9.843700,9.969220,9.837280,9.843100,9.843100,0
2021-11-12,9.921300,9.989840,9.873500,9.920900,9.920900,0
2021-11-15,10.030250,10.071400,9.949100,10.029610,10.029610,0
2021-11-16,10.057200,10.372100,10.054700,10.057500,10.057500,0
2021-11-17,10.342090,10.675920,10.334670,10.342200,10.342200,0
2021-11-18,10.731000,11.269960,10.454010,10.730780,10.730780,0
2021-11-19,11.064100,11.286500,10.821980,11.037120,11.037120,0
2021-11-22,11.110000,11.465800,10.948660,11.105500,11.105500,0
2021-11-23,11.404500,13.463000,11.326120,11.406100,11.406100,0
2021-11-24,12.818900,13.145900,11.610930,12.818900,12.818900,0
2021-11-25,11.923200,12.191900,11.828630,11.914000,11.914000,0
2021-11-26,11.986200,12.631000,11.906450,11.984300,11.984300,0
2021-11-29,12.325000,12.853700,12.263670,12.329100,12.329100,0
2021-11-30,12.741400,13.401300,12.653810,12.699000,12.699000,0
2021-12-01,13.509900,13.829100,12.426000,13.501600,13.501600,0
2021-12-02,13.424400,13.811810,13.259400,13.443200,13.443200,0
2021-12-03,13.678100,13.917800,13.423300,13.717100,13.717100,0
2021-12-06,13.674200,13.841400,13.629550,13.632050,13.632050,0
2021-12-07,13.805000,13.840400,13.425010,13.783150,13.783150,0
2021-12-08,13.520600,13.789200,13.498290,13.520500,13.520500,0
2021-12-09,13.682800,13.827900,13.615720,13.682700,13.682700,0
2021-12-10,13.773700,13.947090,13.731760,13.773300,13.773300,0
2021-12-13,13.851640,14.575530,13.635250,13.854890,13.854890,0
2021-12-14,13.807020,14.420500,13.781990,13.803290,13.803290,0
2021-12-15,14.358500,14.813300,14.352150,14.377800,14.377800,0
2021-12-16,14.827400,15.703800,14.758310,14.814100,14.814100,0
2021-12-17,15.648070,17.031719,15.616380,15.660750,15.660750,0
2021-12-20,16.603380,18.352301,16.590891,16.608980,16.608980,0
2021-12-21,13.475100,13.960610,11.044270,13.475900,13.475900,0
2021-12-22,12.379900,12.655370,11.944790,12.270710,12.270710,0
2021-12-23,12.032000,12.057100,10.208910,12.032300,12.032300,0
2021-12-24,11.282640,12.033610,11.090850,11.413300,11.413300,0
2021-12-27,10.724900,11.571800,10.724900,10.807070,10.807070,0
2021-12-28,11.422890,11.901380,11.400580,11.521050,11.521050,0
2021-12-29,11.802950,12.671100,11.787570,11.803120,11.803120,0
2021-12-30,12.640400,13.367800,12.414670,12.640300,12.640300,0
2021-12-31,13.286100,13.577830,12.969750,13.290500,13.290500,0
2022-01-03,13.345700,13.879300,12.807200,13.356600,13.356600,0
2022-01-04,13.060000,13.583000,12.960000,13.061700,13.061700,0
2022-01-05,13.418900,13.633900,13.267340,13.411500,13.411500,0
2022-01-06,13.681400,13.870800,13.465500,13.688000,13.688000,0
2022-01-07,13.804000,13.916300,13.704620,13.782100,13.782100,0
2022-01-10,13.751010,13.925040,13.651500,13.749350,13.749350,0
2022-01-11,13.808900,13.868530,13.700500,13.809000,13.809000,0
2022-01-12,13.763200,13.845890,13.205000,13.760500,13.760500,0
2022-01-13,13.239700,13.657700,13.149200,13.243400,13.243400,0
2022-01-14,13.499360,13.627000,13.443800,13.582700,13.582700,0
2022-01-17,13.433180,13.619100,13.352730,13.433180,13.433180,0
2022-01-18,13.453100,13.643000,13.410420,13.450600,13.450600,0
2022-01-19,13.505480,13.624810,13.339340,13.527700,13.527700,0
2022-01-20,13.372760,13.535400,13.255430,13.423600,13.423600,0
2022-01-21,13.365600,13.459700,13.306750,13.355000,13.355000,0
2022-01-24,13.434390,13.538600,13.337920,13.434650,13.434650,0
2022-01-25,13.456340,13.568450,13.423950,13.434760,13.434760,0
2022-01-26,13.496100,13.613100,13.443680,13.476900,13.476900,0
2022-01-27,13.577500,13.660590,13.538250,13.577100,13.577100,0
2022-01-28,13.610900,13.659250,13.476580,13.617600,13.617600,0
2022-01-31,13.482050,13.569400,13.289990,13.482050,13.482050,0
2022-02-01,13.298000,13.461700,13.271880,13.295800,13.295800,0
2022-02-02,13.399100,13.572750,13.333360,13.350180,13.350180,0
2022-02-03,13.460500,13.614900,13.443380,13.465600,13.465600,0
2022-02-04,13.563400,13.596000,13.507840,13.566200,13.566200,0
2022-02-07,13.554430,13.603090,13.542500,13.556660,13.556660,0
2022-02-08,13.583850,13.659580,13.536480,13.570370,13.570370,0
2022-02-09,13.577110,13.607260,13.533630,13.577210,13.577210,0
2022-02-10,13.552300,13.572900,13.466900,13.539200,13.539200,0
2022-02-11,13.491900,13.561040,13.441600,13.496100,13.496100,0
2022-02-14,13.505300,13.611460,13.487400,13.505420,13.505420,0
2022-02-15,13.595300,13.675380,13.568500,13.590800,13.590800,0
2022-02-16,13.602500,13.643840,13.587900,13.603200,13.603200,0
2022-02-17,13.595300,13.632480,13.563800,13.595700,13.595700,0
2022-02-18,13.526100,13.660100,13.509520,13.522600,13.522600,0
2022-02-21,13.608800,13.657600,13.578100,13.608080,13.608080,0
2022-02-22,13.659100,13.899430,13.639400,13.675500,13.675500,0
2022-02-23,13.774880,13.868500,13.704300,13.762280,13.762280,0
2022-02-24,13.804340,14.620000,13.769540,13.820500,13.820500,0
2022-02-25,14.053000,14.118600,13.734960,14.053000,14.053000,0
2022-02-28,14.048980,14.096400,13.727180,14.028840,14.028840,0
2022-03-01,13.774660,13.964200,13.744960,13.791000,13.791000,0
2022-03-02,13.835640,14.129850,13.788540,13.835200,13.835200,0
2022-03-03,13.990500,14.150320,13.968080,13.983000,13.983000,0
2022-03-04,14.107700,14.264990,14.082990,14.113500,14.113500,0
2022-03-07,14.240730,14.419800,14.222560,14.239630,14.239630,0
2022-03-08,14.371700,14.579300,14.366330,14.379000,14.379000,0
2022-03-09,14.509200,14.675110,14.469050,14.491300,14.491300,0
2022-03-10,14.660600,14.919700,14.618340,14.659100,14.659100,0
2022-03-11,14.868000,14.988500,14.642900,14.838000,14.838000,0
2022-03-14,14.735650,14.891600,14.708130,14.750000,14.750000,0
2022-03-15,14.793500,14.837300,14.526620,14.774860,14.774860,0
2022-03-16,14.702120,14.750200,14.620000,14.700800,14.700800,0
2022-03-17,14.593000,14.798780,14.551780,14.557980,14.557980,0
2022-03-18,14.713200,14.819380,14.700100,14.703310,14.703310,0
2022-03-21,14.808420,14.850650,14.774110,14.806860,14.806860,0
2022-03-22,14.822200,14.850400,14.800800,14.821740,14.821740,0
2022-03-23,14.820800,14.852820,14.775640,14.818300,14.818300,0
2022-03-24,14.830900,14.865940,14.806870,14.826700,14.826700,0
2022-03-25,14.834700,14.851570,14.809400,14.836000,14.836000,0
2022-03-28,14.827600,14.849260,14.813700,14.827600,14.827600,0
2022-03-29,14.821400,14.839750,14.453740,14.821400,14.821400,0
2022-03-30,14.569250,14.681680,14.591450,14.569250,14.569250,0
2022-03-31,14.651010,14.685330,14.616800,14.651010,14.651010,0
2022-04-01,14.666200,14.695500,14.649280,14.666200,14.666200,0
2022-04-04,14.674040,14.714440,14.674840,14.674040,14.674040,0
2022-04-05,14.691500,14.727920,14.674780,14.691500,14.691500,0
2022-04-06,14.717900,14.744540,14.698500,14.717900,14.717900,0
2022-04-07,14.699590,14.761680,14.697500,14.699590,14.699590,0
2022-04-08,14.753700,14.758220,14.727340,14.753700,14.753700,0
2022-04-11,14.740200,14.749400,14.627440,14.740200,14.740200,0
2022-04-12,14.664600,14.690440,14.550060,14.664600,14.664600,0
2022-04-13,14.581500,14.601990,14.562360,14.581500,14.581500,0
2022-04-14,14.590600,14.629000,14.580300,14.590600,14.590600,0
2022-04-15,14.622700,14.661000,14.579020,14.622700,14.622700,0
2022-04-18,14.621800,14.649280,14.608300,14.621800,14.621800,0
2022-04-19,14.640900,14.667970,14.637700,14.640900,14.640900,0
2022-04-20,14.652000,14.676420,14.630000,14.652000,14.652000,0
2022-04-21,14.666800,14.704000,14.656800,14.666800,14.666800,0
2022-04-22,14.703990,14.754000,14.699100,14.703990,14.703990,0
2022-04-25,14.747100,14.776820,14.721650,14.747100,14.747100,0
2022-04-26,14.771900,14.805520,14.768500,14.771900,14.771900,0
2022-04-27,14.799700,14.832120,14.787650,14.799700,14.799700,0
2022-04-28,14.809800,14.825100,14.736030,14.809800,14.809800,0
2022-04-29,14.788890,14.861300,14.746500,14.788890,14.788890,0
2022-05-02,14.854900,14.899330,14.853700,14.854900,14.854900,0
2022-05-03,14.886700,14.904800,14.785460,14.886700,14.886700,0
2022-05-04,14.806800,14.841780,14.758590,14.806800,14.806800,0
2022-05-05,14.739700,14.868100,14.707480,14.739700,14.739700,0
2022-05-06,14.865080,14.952390,14.859870,14.865080,14.865080,0
2022-05-09,14.940130,15.113100,14.915500,14.940130,14.940130,0
2022-05-10,15.098400,15.265000,15.091570,15.098400,15.098400,0
2022-05-11,15.325450,15.372790,15.254100,15.325450,15.325450,0
2022-05-12,15.286360,15.372650,15.229690,15.366820,15.366820,0
